name,abbreviation,max_faculty_capacity,current_number_of_faculty,academic_division
Mathematics,PHYS,46,5,Arts
Electrical Engineering,ART,21,7,Arts
Electrical Engineering,PHYS,44,9,Science
Mathematics,ART,54,13,Science
Computer Science,ENG,29,10,Engineering
Electrical Engineering,MATH,45,17,Arts
Mathematics,EENG,33,14,Engineering
Physics,EENG,28,12,Science
English,CS,96,6,Engineering
Computer Science,PHYS,56,11,Arts
Mathematics,PHYS,94,19,Science
Electrical Engineering,MATH,78,13,Arts
Physics,ART,84,8,Engineering
Physics,MATH,46,9,Engineering
Art,ENG,59,6,Science
Physics,CS,93,19,Engineering
Physics,CS,76,17,Science
Electrical Engineering,PHYS,40,20,Engineering
Physics,ART,85,20,Science
Electrical Engineering,PHYS,43,11,Science
Art,MATH,68,6,Arts
Art,EENG,99,9,Engineering
Physics,EENG,85,11,Science
Electrical Engineering,CS,44,18,Science
Mathematics,MATH,29,5,Engineering
English,MATH,41,16,Science
Electrical Engineering,ENG,30,14,Science
Computer Science,ART,23,6,Arts
Art,EENG,34,7,Arts
English,MATH,28,14,Arts
English,ART,77,7,Science
Art,PHYS,38,12,Engineering
Art,EENG,98,5,Arts
English,EENG,63,8,Engineering
Art,PHYS,64,14,Engineering
Mathematics,CS,60,11,Science
Physics,ENG,94,18,Science
Mathematics,MATH,58,20,Arts
English,CS,99,7,Engineering
Physics,PHYS,34,14,Engineering
English,EENG,28,8,Engineering
Art,ENG,29,9,Science
Physics,ART,93,10,Engineering
Computer Science,PHYS,91,16,Engineering
Art,ENG,38,12,Science
Electrical Engineering,PHYS,46,15,Engineering
Physics,ENG,98,5,Engineering
Electrical Engineering,CS,83,14,Arts
English,EENG,90,6,Engineering
Computer Science,ART,86,7,Engineering
Electrical Engineering,EENG,69,9,Arts
Physics,MATH,44,5,Science
Mathematics,EENG,87,16,Arts
Art,ENG,74,13,Arts
Electrical Engineering,EENG,93,6,Science
English,ENG,93,9,Science
Mathematics,MATH,44,6,Arts
Computer Science,ART,30,14,Arts
Mathematics,CS,71,19,Arts
English,EENG,86,20,Science
Mathematics,MATH,22,11,Arts
Physics,ART,79,7,Engineering
Electrical Engineering,MATH,31,13,Science
English,EENG,64,13,Engineering
Computer Science,PHYS,78,9,Arts
Computer Science,EENG,57,17,Science
Mathematics,MATH,48,13,Engineering
Mathematics,PHYS,100,18,Engineering
Art,ENG,22,17,Science
Computer Science,ART,70,6,Arts
Physics,PHYS,20,7,Arts
Mathematics,ENG,87,16,Science
Mathematics,ART,85,8,Science
Electrical Engineering,EENG,73,17,Science
Mathematics,PHYS,78,20,Engineering
Art,CS,81,10,Science
Computer Science,ENG,33,11,Arts
Computer Science,MATH,51,7,Science
Computer Science,ENG,81,13,Engineering
Mathematics,ART,78,16,Science
English,CS,43,6,Science
English,PHYS,50,5,Science
Art,ENG,80,11,Arts
Art,ENG,37,15,Engineering
Electrical Engineering,CS,78,20,Engineering
Electrical Engineering,MATH,78,14,Engineering
Electrical Engineering,PHYS,83,14,Arts
Electrical Engineering,MATH,87,15,Engineering
Art,MATH,41,12,Arts
Mathematics,MATH,39,15,Arts
English,EENG,48,10,Science
English,EENG,24,9,Engineering
Physics,MATH,97,13,Arts
Mathematics,ART,80,11,Engineering
English,ENG,32,16,Science
English,CS,27,7,Science
Art,ENG,39,11,Engineering
Physics,ART,25,13,Science
Art,ENG,34,18,Science
Physics,ART,23,9,Science
Computer Science,PHYS,43,19,Engineering
Mathematics,PHYS,48,12,Arts
Computer Science,ART,40,5,Science
Electrical Engineering,EENG,20,7,Engineering
Art,ENG,29,6,Arts
English,EENG,49,18,Arts
English,MATH,73,18,Engineering
English,PHYS,44,14,Science
Mathematics,MATH,32,5,Arts
Physics,EENG,38,15,Science
Art,CS,51,5,Engineering
Computer Science,MATH,92,7,Engineering
Electrical Engineering,EENG,48,11,Science
Electrical Engineering,ART,96,15,Science
Electrical Engineering,EENG,73,6,Engineering
Computer Science,ART,43,5,Science
Mathematics,PHYS,86,19,Engineering
Electrical Engineering,ENG,37,17,Engineering
Electrical Engineering,ART,64,14,Science
Mathematics,ENG,56,20,Science
Computer Science,CS,63,5,Science
Physics,PHYS,38,10,Science
Physics,CS,65,12,Science
Physics,CS,59,5,Engineering
Computer Science,CS,45,12,Science
Art,MATH,90,16,Arts
Art,PHYS,48,10,Arts
Physics,ENG,58,11,Science
English,ART,72,5,Engineering
Physics,EENG,92,7,Science
Mathematics,MATH,60,5,Arts
Physics,PHYS,97,11,Science
Physics,ART,58,7,Science
Physics,MATH,22,7,Science
Computer Science,EENG,65,11,Science
Physics,MATH,23,13,Science
Computer Science,EENG,88,19,Engineering
English,MATH,53,8,Arts
Computer Science,MATH,48,13,Arts
Electrical Engineering,PHYS,40,5,Science
Art,CS,77,5,Engineering
English,ART,96,18,Arts
Computer Science,EENG,60,13,Science
Mathematics,ENG,93,13,Engineering
Art,EENG,22,12,Arts
Electrical Engineering,CS,58,8,Arts
Art,ART,51,13,Science
Art,PHYS,41,7,Engineering
Mathematics,PHYS,40,14,Engineering
Computer Science,ENG,34,15,Engineering
Computer Science,PHYS,60,16,Arts
Electrical Engineering,MATH,38,5,Science
Computer Science,CS,93,12,Science
Electrical Engineering,CS,71,18,Science
Art,ART,92,13,Science
Mathematics,PHYS,92,9,Engineering
English,EENG,78,7,Science
Art,EENG,30,18,Arts
Computer Science,MATH,81,12,Arts
Physics,EENG,97,18,Engineering
Mathematics,ENG,100,8,Arts
Electrical Engineering,MATH,80,20,Science
Art,ART,56,8,Engineering
Electrical Engineering,EENG,86,13,Science
Electrical Engineering,ENG,55,10,Arts
Art,CS,45,13,Engineering
Physics,EENG,26,8,Engineering
Mathematics,ART,27,16,Arts
Electrical Engineering,ENG,86,18,Science
Computer Science,PHYS,46,17,Science
Art,EENG,98,19,Engineering
English,PHYS,21,18,Engineering
Electrical Engineering,PHYS,35,12,Arts
Art,EENG,100,11,Arts
Physics,ENG,41,20,Science
Physics,EENG,43,12,Arts
Physics,PHYS,75,20,Science
Art,MATH,96,18,Arts
Art,CS,57,11,Engineering
Computer Science,ART,95,13,Arts
Art,ENG,45,7,Engineering
Physics,ENG,63,5,Science
Mathematics,ART,20,13,Science
Physics,CS,47,10,Engineering
Electrical Engineering,ART,38,16,Arts
Physics,ENG,55,9,Arts
Mathematics,ART,78,6,Science
English,CS,93,6,Engineering
Electrical Engineering,EENG,65,18,Arts
Art,ENG,53,11,Science
English,MATH,27,18,Arts
Electrical Engineering,CS,94,18,Arts
Mathematics,ENG,36,6,Arts
Computer Science,ENG,63,13,Engineering
Mathematics,CS,72,16,Science
Mathematics,PHYS,79,18,Engineering
English,ENG,40,5,Science
Physics,ENG,98,17,Science
Electrical Engineering,MATH,100,18,Arts
Physics,ART,50,17,Science
Art,ENG,24,17,Engineering
Mathematics,MATH,68,8,Arts
Computer Science,CS,44,11,Science
Electrical Engineering,CS,90,7,Science
English,ENG,43,10,Engineering
English,EENG,49,5,Arts
Mathematics,ART,94,16,Science
Art,MATH,36,11,Arts
English,MATH,41,14,Science
English,PHYS,84,20,Engineering
Art,ART,68,13,Arts
Computer Science,EENG,76,20,Engineering
English,ART,76,16,Arts
Physics,EENG,21,11,Engineering
Art,CS,25,14,Science
Art,MATH,71,10,Engineering
English,PHYS,48,17,Arts
Computer Science,MATH,38,18,Arts
Physics,ENG,29,13,Arts
Mathematics,EENG,38,5,Arts
Electrical Engineering,EENG,98,16,Arts
Art,ART,65,15,Science
Art,PHYS,64,14,Science
Physics,ENG,91,9,Science
Mathematics,CS,68,19,Engineering
Art,MATH,27,20,Science
Computer Science,ART,77,20,Science
English,EENG,37,6,Science
English,ART,46,5,Engineering
Physics,ART,54,16,Arts
Computer Science,EENG,30,11,Engineering
Mathematics,PHYS,73,8,Science
Computer Science,CS,74,6,Science
Art,PHYS,65,19,Engineering
Computer Science,ART,87,16,Engineering
Art,ART,54,5,Engineering
Electrical Engineering,ART,90,13,Science
Electrical Engineering,PHYS,62,15,Engineering
Mathematics,MATH,51,17,Science
Mathematics,ENG,37,8,Science
Electrical Engineering,MATH,57,12,Arts
Mathematics,ART,64,14,Arts
Mathematics,PHYS,68,15,Engineering
Art,MATH,92,19,Science
Mathematics,MATH,32,13,Science
Mathematics,CS,94,14,Science
Art,CS,59,14,Arts
Physics,ENG,53,11,Engineering
Art,EENG,43,17,Arts
Computer Science,ART,38,15,Science
Mathematics,EENG,71,14,Arts
English,EENG,70,18,Arts
Electrical Engineering,ART,64,6,Engineering
Electrical Engineering,PHYS,91,10,Science
English,ENG,47,20,Engineering
Mathematics,EENG,71,13,Engineering
Computer Science,ENG,36,9,Science
English,ENG,21,11,Science
Computer Science,PHYS,28,19,Engineering
Computer Science,EENG,20,5,Science
Electrical Engineering,ENG,67,8,Engineering
Mathematics,CS,22,18,Engineering
Electrical Engineering,PHYS,32,20,Arts
English,CS,100,20,Arts
Physics,PHYS,69,18,Science
Physics,ENG,28,10,Science
Physics,ENG,38,8,Engineering
Physics,MATH,99,12,Science
English,ENG,85,16,Engineering
Physics,ART,74,15,Engineering
Mathematics,EENG,92,14,Arts
English,ENG,91,7,Science
Electrical Engineering,ART,98,13,Arts
Art,PHYS,60,7,Arts
English,ART,96,17,Arts
English,ART,58,5,Engineering
Computer Science,PHYS,85,19,Engineering
Art,ART,95,15,Arts
Electrical Engineering,CS,67,12,Science
Mathematics,CS,41,11,Arts
Mathematics,CS,55,5,Engineering
Physics,CS,77,10,Arts
Physics,EENG,87,18,Science
Mathematics,PHYS,64,18,Arts
Mathematics,MATH,99,5,Science
Physics,ENG,46,14,Arts
Physics,ART,75,20,Engineering
Art,ENG,87,10,Science
Mathematics,CS,85,7,Engineering
Electrical Engineering,ART,73,8,Arts
Physics,ENG,55,9,Science
Computer Science,ENG,70,5,Science
Physics,ENG,44,5,Science
English,PHYS,98,10,Engineering
Electrical Engineering,MATH,56,19,Arts
English,ART,34,14,Science
Physics,MATH,83,6,Arts
English,PHYS,80,10,Engineering
Electrical Engineering,ART,36,11,Science
Art,CS,86,6,Science
Mathematics,EENG,32,11,Engineering
Art,ART,93,8,Science
Art,MATH,36,19,Science
Art,MATH,84,7,Science
Mathematics,ENG,54,6,Arts
Art,EENG,70,8,Arts
English,PHYS,95,18,Science
English,MATH,20,12,Arts
Art,PHYS,68,15,Science
English,PHYS,50,7,Arts
Art,EENG,44,14,Arts
Mathematics,CS,29,16,Science
Electrical Engineering,ENG,86,6,Arts
Computer Science,PHYS,78,5,Engineering
Electrical Engineering,ART,83,11,Engineering
Physics,ENG,20,16,Science
Art,ART,100,12,Science
Mathematics,EENG,41,13,Engineering
Electrical Engineering,EENG,46,13,Engineering
Mathematics,CS,62,11,Arts
English,CS,51,7,Arts
Physics,PHYS,46,8,Engineering
Physics,CS,83,7,Arts
Art,CS,46,7,Science
English,PHYS,65,10,Engineering
Computer Science,MATH,64,12,Science
Electrical Engineering,ART,23,8,Engineering
Art,EENG,81,13,Arts
Mathematics,ENG,52,9,Arts
Mathematics,EENG,80,10,Arts
Electrical Engineering,ENG,26,18,Arts
Electrical Engineering,PHYS,66,16,Arts
Mathematics,PHYS,97,7,Arts
Physics,PHYS,48,8,Arts
Computer Science,MATH,82,16,Arts
Computer Science,PHYS,98,19,Engineering
Computer Science,PHYS,59,16,Engineering
Physics,MATH,62,11,Arts
English,ENG,74,18,Engineering
Art,CS,20,17,Engineering
Physics,EENG,65,15,Science
Computer Science,ENG,89,11,Arts
Physics,ENG,45,7,Arts
Mathematics,ART,99,6,Science
Mathematics,MATH,28,15,Arts
English,ENG,46,11,Arts
Computer Science,ENG,94,14,Engineering
Mathematics,EENG,41,9,Arts
Mathematics,CS,43,15,Arts
Computer Science,PHYS,56,11,Arts
Electrical Engineering,ENG,53,8,Engineering
Physics,MATH,100,10,Engineering
Computer Science,MATH,75,9,Arts
Electrical Engineering,ENG,68,18,Science
Art,EENG,92,9,Engineering
English,PHYS,85,18,Science
Mathematics,ART,45,12,Science
Electrical Engineering,ENG,67,6,Arts
English,PHYS,27,5,Science
Computer Science,EENG,86,12,Engineering
Art,ENG,33,14,Engineering
English,CS,58,9,Science
English,EENG,95,15,Engineering
English,ENG,53,13,Science
Computer Science,PHYS,91,15,Engineering
Computer Science,ART,39,10,Arts
English,CS,20,17,Engineering
Computer Science,PHYS,54,9,Arts
Computer Science,MATH,96,20,Engineering
Art,EENG,59,13,Engineering
Mathematics,CS,31,9,Engineering
Art,EENG,51,20,Engineering
Computer Science,ENG,75,12,Arts
English,PHYS,64,12,Science
Mathematics,CS,100,5,Engineering
Mathematics,PHYS,42,10,Science
Mathematics,ENG,82,6,Science
Art,CS,83,18,Engineering
Physics,ART,32,11,Science
Physics,PHYS,74,18,Engineering
Physics,ART,89,12,Arts
Computer Science,PHYS,53,8,Engineering
Mathematics,PHYS,98,18,Science
Computer Science,EENG,35,13,Engineering
Computer Science,ENG,79,6,Science
Electrical Engineering,EENG,24,6,Science
Mathematics,PHYS,21,13,Arts
Art,MATH,21,20,Engineering
Electrical Engineering,PHYS,35,15,Science
English,EENG,77,19,Engineering
Art,MATH,51,10,Engineering
Art,CS,35,10,Arts
English,ENG,21,6,Arts
English,CS,74,6,Engineering
Art,ART,61,9,Arts
Mathematics,PHYS,85,9,Science
Physics,EENG,57,18,Arts
Art,CS,73,16,Science
Electrical Engineering,ART,23,8,Engineering
Physics,MATH,64,7,Science
Computer Science,PHYS,34,10,Engineering
English,ART,60,8,Engineering
English,PHYS,53,6,Science
Computer Science,PHYS,41,15,Engineering
Computer Science,MATH,70,18,Engineering
Art,MATH,23,15,Engineering
Physics,PHYS,28,9,Arts
Electrical Engineering,EENG,57,5,Science
Art,ENG,98,5,Engineering
English,MATH,28,15,Science
Physics,MATH,47,6,Engineering
Electrical Engineering,MATH,80,18,Engineering
Computer Science,PHYS,44,17,Arts
Physics,PHYS,89,7,Science
Art,ART,82,15,Arts
Physics,PHYS,37,13,Arts
Electrical Engineering,EENG,41,7,Science
Computer Science,MATH,61,12,Engineering
Mathematics,ENG,22,12,Science
Mathematics,EENG,70,6,Arts
Physics,PHYS,34,20,Science
Mathematics,ART,27,11,Science
Physics,PHYS,94,7,Engineering
Mathematics,PHYS,82,16,Engineering
Physics,EENG,73,14,Arts
Mathematics,ART,93,7,Engineering
Art,EENG,76,5,Arts
English,EENG,59,17,Science
Physics,CS,54,9,Engineering
Electrical Engineering,MATH,97,11,Science
Art,ART,96,13,Science
Mathematics,MATH,84,16,Engineering
Physics,EENG,76,16,Arts
Electrical Engineering,ENG,37,19,Science
Art,MATH,58,16,Arts
Mathematics,ART,61,5,Arts
Physics,ART,34,19,Engineering
Mathematics,EENG,29,15,Science
Art,CS,65,15,Engineering
Mathematics,PHYS,97,19,Science
English,MATH,41,14,Engineering
Computer Science,CS,43,9,Engineering
Art,PHYS,62,7,Arts
Art,PHYS,34,14,Arts
Electrical Engineering,ART,78,17,Engineering
Physics,ART,83,13,Arts
Physics,PHYS,64,18,Arts
Electrical Engineering,PHYS,60,20,Engineering
Physics,PHYS,58,8,Engineering
Physics,CS,59,13,Science
Art,EENG,71,20,Science
Computer Science,PHYS,46,15,Engineering
English,ART,33,6,Science
English,CS,71,19,Engineering
Computer Science,EENG,84,16,Science
English,CS,93,6,Arts
Physics,MATH,21,16,Arts
Computer Science,EENG,31,6,Engineering
Electrical Engineering,PHYS,91,14,Engineering
Computer Science,CS,40,13,Arts
Computer Science,CS,79,20,Engineering
Physics,ART,98,10,Engineering
Electrical Engineering,CS,69,11,Science
Computer Science,ENG,49,6,Arts
English,PHYS,63,20,Arts
English,MATH,66,10,Science
English,ENG,74,16,Arts
Art,ART,30,7,Engineering
Physics,ART,63,5,Engineering
Electrical Engineering,PHYS,71,17,Engineering
Computer Science,PHYS,21,9,Arts
English,ART,85,13,Arts
Physics,PHYS,34,12,Science
Art,ENG,49,17,Science
Electrical Engineering,ART,85,17,Science
Electrical Engineering,PHYS,56,7,Engineering
Electrical Engineering,EENG,86,8,Arts
English,PHYS,55,15,Engineering
Electrical Engineering,MATH,78,20,Engineering
Electrical Engineering,MATH,92,7,Engineering
Electrical Engineering,MATH,94,14,Engineering
Physics,EENG,36,7,Engineering
Mathematics,ENG,33,8,Engineering
Computer Science,ENG,34,6,Arts
Electrical Engineering,PHYS,75,8,Engineering
Art,PHYS,45,10,Arts
Electrical Engineering,ENG,33,16,Science
Electrical Engineering,ENG,85,8,Engineering
English,ART,65,7,Science
Electrical Engineering,CS,76,16,Engineering
Physics,PHYS,52,12,Science
Art,ART,65,18,Science
Art,PHYS,79,19,Engineering
Mathematics,MATH,91,17,Science
Computer Science,PHYS,60,6,Engineering
Computer Science,PHYS,37,7,Arts
Mathematics,MATH,88,14,Arts
English,EENG,88,19,Engineering
Electrical Engineering,PHYS,93,6,Arts
Mathematics,ENG,85,7,Science
English,MATH,99,14,Science
Computer Science,ENG,62,11,Arts
Computer Science,MATH,37,9,Engineering
Physics,ENG,91,10,Science
Mathematics,ART,32,11,Science
Art,PHYS,50,11,Science
Mathematics,ART,24,15,Science
English,MATH,46,20,Arts
Mathematics,CS,65,16,Engineering
Physics,MATH,24,9,Science
Electrical Engineering,EENG,75,19,Arts
English,ART,78,20,Arts
Computer Science,ENG,79,16,Arts
Mathematics,MATH,79,19,Engineering
Electrical Engineering,PHYS,73,13,Arts
Electrical Engineering,ENG,30,14,Arts
English,ART,57,17,Engineering
Computer Science,EENG,29,13,Engineering
Mathematics,MATH,22,15,Science
Art,PHYS,69,17,Arts
Mathematics,MATH,51,12,Arts
Mathematics,ENG,71,16,Arts
Art,PHYS,30,16,Engineering
Electrical Engineering,CS,43,11,Science
Mathematics,MATH,69,17,Engineering
Mathematics,EENG,44,17,Arts
Mathematics,ENG,88,5,Engineering
Computer Science,ART,57,9,Engineering
Mathematics,MATH,77,18,Arts
Art,ENG,84,16,Science
Mathematics,EENG,100,7,Engineering
English,CS,92,18,Arts
Mathematics,PHYS,81,15,Science
Art,EENG,51,16,Arts
Art,PHYS,89,11,Science
Mathematics,CS,63,8,Engineering
Mathematics,ART,39,18,Engineering
Computer Science,EENG,50,12,Arts
Mathematics,ENG,72,14,Science
Electrical Engineering,ENG,61,7,Engineering
Computer Science,ART,99,12,Science
Art,PHYS,22,9,Engineering
Art,ART,55,10,Science
Mathematics,ENG,88,6,Arts
Electrical Engineering,ENG,22,5,Arts
Art,PHYS,46,16,Engineering
Mathematics,ART,58,20,Science
Physics,PHYS,31,15,Science
Physics,ENG,24,17,Science
Mathematics,PHYS,25,17,Science
English,ART,41,13,Arts
English,EENG,39,19,Engineering
Computer Science,EENG,29,9,Arts
Mathematics,ART,20,15,Science
Electrical Engineering,ART,63,16,Arts
Physics,CS,29,13,Engineering
Mathematics,ENG,36,19,Engineering
Electrical Engineering,MATH,96,7,Engineering
Art,EENG,67,9,Engineering
Computer Science,ENG,76,13,Science
Mathematics,CS,96,6,Engineering
Mathematics,ART,74,7,Engineering
Art,ART,55,6,Arts
Art,PHYS,36,15,Arts
Physics,ENG,77,19,Science
Computer Science,ENG,28,10,Arts
English,ART,67,9,Science
Electrical Engineering,ART,46,10,Arts
Computer Science,PHYS,89,7,Engineering
Art,MATH,63,17,Engineering
English,ENG,50,5,Science
Art,EENG,81,15,Science
Computer Science,CS,60,13,Engineering
Physics,EENG,22,12,Engineering
English,MATH,22,20,Engineering
English,ART,69,13,Engineering
Computer Science,ENG,88,13,Engineering
Art,EENG,96,15,Science
Physics,PHYS,98,20,Arts
Physics,CS,37,8,Engineering
Computer Science,MATH,97,7,Science
Mathematics,ART,36,8,Science
English,ENG,61,8,Science
English,ART,87,12,Science
Physics,ENG,80,20,Science
Electrical Engineering,MATH,100,9,Engineering
Computer Science,EENG,25,17,Science
Computer Science,ART,26,7,Science
English,CS,66,19,Engineering
Art,PHYS,21,20,Science
English,CS,35,12,Arts
Computer Science,ENG,81,19,Engineering
Mathematics,CS,56,13,Engineering
Physics,EENG,28,18,Science
Mathematics,EENG,39,15,Science
Electrical Engineering,PHYS,89,11,Science
Computer Science,ART,81,15,Engineering
Mathematics,ART,31,8,Arts
Art,CS,42,11,Arts
Mathematics,ART,95,10,Engineering
Computer Science,CS,77,12,Arts
Mathematics,PHYS,52,16,Engineering
Computer Science,ENG,21,12,Engineering
Computer Science,CS,52,17,Engineering
Physics,PHYS,93,12,Science
Computer Science,MATH,95,19,Engineering
Physics,MATH,95,8,Arts
Computer Science,MATH,68,14,Science
Computer Science,PHYS,80,12,Engineering
Electrical Engineering,ART,93,9,Arts
Mathematics,EENG,28,9,Science
Mathematics,ART,72,17,Arts
Computer Science,ENG,33,8,Arts
English,MATH,98,14,Science
Mathematics,ENG,20,5,Engineering
English,MATH,50,5,Arts
Physics,ART,90,19,Engineering
Physics,EENG,81,9,Science
Electrical Engineering,MATH,60,17,Arts
Art,ART,73,7,Arts
Art,ENG,80,7,Arts
Electrical Engineering,ART,55,9,Science
Computer Science,ART,73,6,Arts
Art,PHYS,47,8,Arts
Art,CS,83,12,Science
English,EENG,52,13,Science
Computer Science,EENG,44,10,Science
English,ART,86,13,Arts
Art,PHYS,23,10,Engineering
Art,ART,72,11,Arts
English,EENG,31,17,Engineering
Mathematics,ENG,62,5,Science
Mathematics,EENG,71,14,Science
Art,ART,55,9,Engineering
Physics,MATH,50,6,Arts
Mathematics,ENG,33,20,Arts
Electrical Engineering,PHYS,22,6,Science
Mathematics,ART,77,6,Engineering
Art,EENG,71,20,Engineering
Physics,PHYS,39,10,Science
Electrical Engineering,ENG,91,14,Engineering
Electrical Engineering,CS,94,18,Science
Computer Science,PHYS,64,10,Arts
Art,ART,80,12,Arts
English,CS,22,18,Engineering
English,PHYS,29,10,Arts
Computer Science,ENG,28,5,Science
English,EENG,37,14,Arts
Electrical Engineering,MATH,38,5,Arts
English,ART,70,10,Arts
Mathematics,PHYS,92,10,Arts
Computer Science,MATH,98,16,Science
Electrical Engineering,ENG,21,11,Engineering
English,CS,57,18,Arts
